"Name","Path","IsInBuild","IsUsed","UsageCount","UsedInFiles","IsLikelyDeprecated","DeprecationReason"
"pagination","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/pagination.liquid","True","True","40","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/blog-filtered.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-account.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-addresses.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-blog.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-collection-product-grid.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-list-collections.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-search.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/blog-pagination.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/pagination.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/bg-BG.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/cs.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/da.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/de.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/el.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/en.default.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/es.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fi.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fr.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/hr-HR.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/hu.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/id.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/it.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ja.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ko.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/lt-LT.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nb.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nl.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pl.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-BR.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-PT.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ro-RO.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ru.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sk-SK.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sl-SI.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sv.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/th.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/tr.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/vi.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-CN.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-TW.json","True","Located in 'originals' directory, likely kept for reference"
"price","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/price.liquid","True","True","61","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/featured-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/card-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/price.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta-section-actions-2024-new-2-bogo.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta-section-actions-2024-new-2.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta-section-actions-variant-box.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/.shopify/metafields.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/bg-BG.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/cs.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/cs.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/da.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/da.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/de.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/de.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/el.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/en.default.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/en.default.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/es.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/es.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fi.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fi.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fr.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fr.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/hr-HR.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/hu.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/id.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/it.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/it.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ja.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ja.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ko.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ko.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/lt-LT.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nb.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nb.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nl.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nl.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pl.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pl.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-BR.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-BR.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-PT.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-PT.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ro-RO.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ru.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sk-SK.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sl-SI.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sv.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sv.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/th.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/th.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/tr.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/tr.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/vi.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/vi.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-CN.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-CN.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-TW.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-TW.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/product.json","True","Located in 'originals' directory, likely kept for reference"
"product-media-gallery","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/product-media-gallery.liquid","True","True","3","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-media-gallery.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-media-modal.liquid","True","Located in 'originals' directory, likely kept for reference"
"product-media-modal","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/product-media-modal.liquid","True","True","4","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/featured-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-media-gallery.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-media-modal.liquid","True","Located in 'originals' directory, likely kept for reference"
"product-media","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/product-media.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-media-modal.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-media.liquid","True","Located in 'originals' directory, likely kept for reference"
"product-thumbnail","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/product-thumbnail.liquid","True","True","3","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/featured-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-media-gallery.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-thumbnail.liquid","True","Located in 'originals' directory, likely kept for reference"
"product-variant-options","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/product-variant-options.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-variant-options.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-variant-picker.liquid","True","Located in 'originals' directory, likely kept for reference"
"product-variant-picker","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/product-variant-picker.liquid","True","True","3","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/featured-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-variant-picker.liquid","True","Located in 'originals' directory, likely kept for reference"
"share-button","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/share-button.liquid","True","True","3","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/featured-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/share-button.liquid","True","Located in 'originals' directory, likely kept for reference"
"social-icons","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/social-icons.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/footer-original.liquid","True","Located in 'originals' directory, likely kept for reference"
"account-change-password","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/account/account-change-password.liquid","True","False","0","","False",""
"account-info","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/account/account-info.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/my-account.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/account-info.liquid","False",""
"account-orders","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/account/account-orders.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/my-account.liquid","False",""
"account-payment-methods","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/account/account-payment-methods.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/my-account.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/account-payment-methods.liquid","False",""
"account-rewards","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/account/account-rewards.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/my-account.liquid","False",""
"article-banner","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/blog/article-banner.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/article.liquid","False",""
"article-dynamic-banner","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/blog/article-dynamic-banner.liquid","True","False","0","","False",""
"article-recipe-content","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/blog/article-recipe-content.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/article.liquid","False",""
"blog-card-grid","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/blog/blog-card-grid.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/blog.liquid","False",""
"blog-pagination","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/blog/blog-pagination.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/blog.liquid","False",""
"related-articles","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/blog/related-articles.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/article.liquid","False",""
"collection","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/collections/collection.liquid","True","True","32","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/collage.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/collection-page.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/collections.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/featured-collection.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/collection.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/global.third-party-scripts.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/products-catalog-section.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/.shopify/metafields.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/config/settings_schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/cs.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/da.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/de.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/en.default.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/en.default.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/es.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fi.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fr.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fr.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/it.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ja.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ko.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nb.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nl.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pl.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-BR.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-PT.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sv.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/th.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/tr.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/vi.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-CN.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-TW.schema.json","False",""
"price-new","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/collections/price-new.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-card.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/variant-card.liquid","False",""
"product-card","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/collections/product-card.liquid","True","True","4","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/product-catalog.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/collection.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-card.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/products-catalog-section.liquid","False",""
"variant-card","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/collections/variant-card.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/collection-page.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/collection.liquid","False",""
"community-what-is","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/community/community-what-is.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/community-page.liquid","False",""
"taste-winning-type","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/community/taste-winning-type.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/community-page.liquid","False",""
"curalin-hero-banner-content-curalin","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/curalin/curalin-hero-banner-content-curalin.liquid","True","False","0","","False",""
"featured-new-products","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/curalin/featured-new-products.liquid","True","False","0","","False",""
"buy-box-deposit","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/product/buy-box-deposit.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/buy-box.liquid","False",""
"buy-box-gallery","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/product/buy-box-gallery.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/buy-box.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta.liquid","False",""
"buy-box-multi","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/product/buy-box-multi.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/buy-box.liquid","False",""
"buy-box-subscription-2-optimized","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/product/buy-box-subscription-2-optimized.liquid","True","False","0","","False",""
"buy-box-subscription-2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/product/buy-box-subscription-2.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta.liquid","False",""
"buy-box-subscription-3-optimized","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/product/buy-box-subscription-3-optimized.liquid","True","False","0","","False",""
"buy-box-subscription-3","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/product/buy-box-subscription-3.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta.liquid","False",""
"buy-box-subscription-4-optimized","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/pages/product/buy-box-subscription-4-optimized.liquid","True","False","0","","False",""
